2 38.68174172 77.36348343 1.0E7 5222035132.0 300 38.68174162
3 3 3 0 0
1.00003E7 5222042868.0 301.0 38.6817416196697 1 1 1
1.00007E7 5222050604.0 303.0 38.6817416190071 1 1 2
0.99995E7 5222058341.0 305.0 38.6817416183283 1 1 3
0.99992E7 5222000318.0 297.0 38.6817416209921 1 2 1
1.00002E7 5222019659.0 295.0 38.6817416216687 1 2 2
0.99996E7 5222023527.0 302.0 38.6817416193293 1 2 3
0.99991E7 5222046736.0 299.0 38.6817416203244 1 3 1
1.00008E7 5222069945.0 296.0 38.6817416213413 1 3 2
0.99999E7 5222015791.0 307.0 38.6817416176657 1 3 3
1.00003E7 5222062209.0 303.0 38.6817416190031 2 1 1
1.00002E7 5222066077.0 295.0 38.6817416216687 2 1 2
0.99998E7 5222000318.0 298.0 38.6817416206647 2 1 3
0.99990E7 5222054472.0 306.0 38.6817416179082 2 2 1
0.99997E7 5221996450.0 292.0 38.6817416226638 2 2 2
1.00009E7 5222004186.0 305.0 38.6817416183425 2 2 3
0.99994E7 5222000318.0 291.0 38.6817416229942 2 3 1
1.00012E7 5222050604.0 309.0 38.6817416170124 2 3 2
1.00003E7 5222008054.0 297.0 38.6817416210030 2 3 3
1.00006E7 5222066077.0 303.0 38.6817416190061 3 1 1
1.00002E7 5222042868.0 304.0 38.6817416186687 3 1 2
0.99992E7 5222050604.0 297.0 38.6817416209921 3 1 3
0.99993E7 5222023527.0 299.0 38.6817416203264 3 2 1
1.00004E7 5222050604.0 302.0 38.6817416193374 3 2 2
1.00005E7 5222046736.0 301.0 38.6817416196717 3 2 3
0.99996E7 5222050604.0 299.0 38.6817416203294 3 3 1
0.99997E7 5222015791.0 298.0 38.6817416206637 3 3 2
1.00004E7 5222031263.0 305.0 38.6817416183374 3 3 3
